epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.88632,1.22679,3.52032,1.56995,0.13512,0.04762,0.02044,0.00738,0.94945,3.65479,1.33688,6e-05,6e-05,6e-05
2,7.30379,1.28232,3.45874,1.67916,0.65998,0.59048,0.6004,0.39619,1.07348,1.82921,1.48454,0.000138614,0.000138614,0.000138614
3,9.78256,1.08554,1.37942,1.26822,0.35665,0.53333,0.36167,0.17082,1.43885,5.47341,1.49876,0.000215644,0.000215644,0.000215644
4,11.5786,1.00624,0.98794,1.2028,0.40848,0.65714,0.59091,0.38483,1.34345,9.42148,1.57725,0.00029109,0.00029109,0.00029109
5,13.3205,1.07841,1.1143,1.29346,0.88235,0.42857,0.59722,0.36451,1.39323,7.43246,1.68283,0.000364952,0.000364952,0.000364952
6,15.0672,0.96417,0.99225,1.1995,0.49331,0.58095,0.51539,0.28164,1.64287,7.52468,2.01187,0.00043723,0.00043723,0.00043723
7,16.8193,0.90683,0.772,1.1253,0.4195,0.73333,0.60774,0.35867,1.33432,6.9983,1.68371,0.000507924,0.000507924,0.000507924
8,18.5674,0.95046,0.89233,1.16816,0.62803,0.47619,0.53387,0.27235,1.63398,3.36009,2.05337,0.000577034,0.000577034,0.000577034
9,20.3137,0.92307,0.9009,1.20414,0.45648,0.48571,0.4462,0.2644,1.56527,4.89143,2.01841,0.00064456,0.00064456,0.00064456
10,22.0528,0.97931,0.88967,1.2131,0.06114,0.26667,0.03187,0.0152,2.05043,8.95663,2.34276,0.000710502,0.000710502,0.000710502
11,23.7962,0.88601,0.77081,1.1436,0.05888,0.13333,0.02835,0.01976,2.14798,10.6121,2.78832,0.00077486,0.00077486,0.00077486
12,25.5378,0.89238,0.71859,1.14031,0.00216,0.10476,0.00119,0.00051,2.78982,17.5321,3.61313,0.000837634,0.000837634,0.000837634
13,27.2808,0.90816,0.80102,1.17601,0.00351,0.00952,0.00019,6e-05,3.56851,12.2095,4.85091,0.000898824,0.000898824,0.000898824
14,28.969,0.94718,0.74907,1.19985,0.0485,0.02857,0.00851,0.00308,3.85213,5.44015,4.43225,0.00095843,0.00095843,0.00095843
15,30.7035,0.93102,0.7963,1.2049,0.1592,0.17143,0.07509,0.02202,3.21465,7.60243,3.98531,0.00101645,0.00101645,0.00101645
16,32.4183,0.89799,0.80992,1.17729,0.18959,0.22857,0.10997,0.03656,3.07618,5.57317,3.60012,0.00107289,0.00107289,0.00107289
17,34.1353,0.88178,0.77644,1.17101,0.27396,0.22857,0.14623,0.06273,2.59631,6.82236,3.04374,0.00112774,0.00112774,0.00112774
