epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.70402,1.13207,3.38148,1.57676,0.13779,0.05357,0.06548,0.03524,0.84202,3.32882,1.34046,2e-05,2e-05,2e-05
2,2.55565,1.15068,3.47385,1.50887,0.11172,0.03571,0.05034,0.02619,0.84549,3.35694,1.34927,5.9406e-05,5.9406e-05,5.9406e-05
3,3.36874,1.26337,3.35066,1.66239,0.10818,0.03571,0.05351,0.02466,0.85722,3.36751,1.36735,9.802e-05,9.802e-05,9.802e-05
4,4.87716,1.25157,3.46503,1.61,0.53731,0.44643,0.47736,0.26078,1.2514,2.59656,1.58691,0.000135842,0.000135842,0.000135842
5,6.77984,1.01014,1.59194,1.2341,0.47265,0.67857,0.63419,0.52021,0.82897,5.53002,1.23652,0.000172872,0.000172872,0.000172872
6,8.69068,1.00457,1.04858,1.24353,0.80769,0.375,0.48602,0.32012,1.11575,9.54564,1.47913,0.00020911,0.00020911,0.00020911
7,9.93081,0.88113,0.87571,1.14424,0.53765,0.60714,0.56428,0.41761,1.03174,3.576,1.32486,0.000244556,0.000244556,0.000244556
8,11.1642,0.96062,0.95558,1.21259,0.80556,0.51786,0.60906,0.33363,1.29298,6.78418,1.62504,0.00027921,0.00027921,0.00027921
9,12.3488,0.89363,0.9988,1.15407,0.81081,0.53571,0.6225,0.3709,1.20576,6.75636,1.57811,0.000313072,0.000313072,0.000313072
10,13.558,0.86533,0.82996,1.15235,0.84211,0.28571,0.4457,0.28738,1.36992,5.65955,1.82557,0.000346142,0.000346142,0.000346142
11,14.7694,0.88276,0.77205,1.16289,0.78947,0.26786,0.39163,0.2595,1.36888,5.89505,1.75967,0.00037842,0.00037842,0.00037842
12,16.128,0.78627,0.69539,1.12016,0.80952,0.30357,0.48466,0.33921,1.27605,7.38242,1.81647,0.000409906,0.000409906,0.000409906
13,17.3439,0.86162,0.73608,1.18942,0.875,0.25,0.37337,0.30316,1.38642,9.52888,1.85398,0.0004406,0.0004406,0.0004406
14,18.5534,0.74115,0.69049,1.10122,0.67249,0.25,0.26064,0.20173,1.62767,6.63633,2.0897,0.000470502,0.000470502,0.000470502
15,19.7627,0.78199,0.63304,1.09866,0.46483,0.30357,0.27522,0.16843,1.83773,5.91028,2.1985,0.000499612,0.000499612,0.000499612
16,20.974,0.76452,0.60609,1.08243,0.44646,0.375,0.29729,0.19796,1.81991,4.51471,2.30736,0.00052793,0.00052793,0.00052793
17,22.1847,0.72191,0.57866,1.05011,0.78947,0.26786,0.33222,0.22584,1.68892,5.22527,2.16358,0.000555456,0.000555456,0.000555456
18,23.3966,0.85464,0.77412,1.16569,0.44704,0.41071,0.2958,0.18317,2.0424,3.94121,2.50847,0.00058219,0.00058219,0.00058219
19,24.766,0.80946,0.67149,1.12113,0.52435,0.53571,0.40527,0.21957,1.54573,4.21991,2.02515,0.000608132,0.000608132,0.000608132
20,25.9914,0.87522,0.75087,1.13071,0.40889,0.64286,0.39228,0.23567,1.28315,7.74305,1.85819,0.000633282,0.000633282,0.000633282
21,27.2227,0.80693,0.65254,1.10603,0.62857,0.39286,0.47944,0.27815,1.23623,10.6903,1.80865,0.00065764,0.00065764,0.00065764
22,28.4567,0.79006,0.59654,1.07172,0.32292,0.46429,0.40561,0.28316,1.59643,6.40618,2.1652,0.000681206,0.000681206,0.000681206
23,29.6801,0.74033,0.62896,1.04219,0.29813,0.51786,0.35076,0.21764,1.75268,7.51002,2.79974,0.00070398,0.00070398,0.00070398
24,30.9002,0.81861,0.65734,1.09012,0.05481,0.28571,0.03323,0.01068,2.54554,14.0901,3.47648,0.000725962,0.000725962,0.000725962
25,32.273,0.80166,0.71362,1.19024,0.03627,0.16071,0.01717,0.00571,2.81766,15.1682,5.72408,0.000747152,0.000747152,0.000747152
26,33.4997,0.7466,0.63296,1.07085,0.00777,0.17857,0.00489,0.00121,4.08944,59.3512,29.8502,0.00076755,0.00076755,0.00076755
27,34.7289,0.75723,0.6417,1.09136,0.01283,0.14286,0.00633,0.00219,3.13657,19.368,9.27017,0.000787156,0.000787156,0.000787156
28,35.9234,0.72509,0.5523,1.0729,0.01283,0.14286,0.00633,0.00219,3.13657,19.368,9.27017,0.00080597,0.00080597,0.00080597
29,37.1352,0.70729,0.57977,1.06889,0.01482,0.25,0.00963,0.00364,2.80046,22.9208,5.86861,0.000823992,0.000823992,0.000823992
30,38.3113,0.70388,0.53156,1.04473,0.09437,0.25,0.05506,0.02698,2.24904,8.48292,2.8398,0.000841222,0.000841222,0.000841222
31,39.5001,0.73239,0.56982,1.05602,0.09437,0.25,0.05506,0.02698,2.24904,8.48292,2.8398,0.00085766,0.00085766,0.00085766
32,40.8783,0.67253,0.51784,1.02334,0.13967,0.21429,0.06404,0.03502,1.97579,8.25351,2.57057,0.000873306,0.000873306,0.000873306
33,42.0935,0.69632,0.50781,1.02805,0.19716,0.30357,0.10555,0.05896,1.87236,7.79658,2.66541,0.00088816,0.00088816,0.00088816
34,43.2819,0.67964,0.5314,1.05469,0.19716,0.30357,0.10555,0.05896,1.87236,7.79658,2.66541,0.000902222,0.000902222,0.000902222
35,44.5025,0.68386,0.51218,1.05084,0.29572,0.53571,0.34668,0.2216,1.58862,7.43274,2.38509,0.000915492,0.000915492,0.000915492
