epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.57311,0.81483,2.8196,1.05345,0.9363,0.36034,0.46514,0.40559,0.54812,1.20091,0.8427,5.001e-05,5.001e-05,5.001e-05
2,8.97812,0.66726,1.70676,0.95794,0.70785,0.88143,0.79037,0.66203,0.54996,1.57982,0.85429,0.000115535,0.000115535,0.000115535
3,11.4334,0.59804,0.51108,0.86558,0.86551,0.80724,0.86409,0.70474,0.61499,2.55734,0.89778,0.000179739,0.000179739,0.000179739
4,13.8786,0.56584,0.41086,0.87055,0.9054,0.98597,0.9891,0.82124,0.57662,1.08655,0.87576,0.000242624,0.000242624,0.000242624
5,16.9464,0.54207,0.37919,0.88186,0.9652,1,0.99337,0.83408,0.59034,1.03543,0.87866,0.000304187,0.000304187,0.000304187
6,19.3391,0.56705,0.38709,0.87365,0.98884,1,0.99467,0.83337,0.56005,0.7628,0.87,0.000364431,0.000364431,0.000364431
7,21.0792,0.57421,0.39252,0.87002,0.91873,0.94545,0.96355,0.79535,0.61974,1.05458,0.90721,0.000423355,0.000423355,0.000423355
8,22.8087,0.57713,0.35934,0.88119,0.96425,0.99417,0.99367,0.85462,0.55234,0.79431,0.87681,0.000480958,0.000480958,0.000480958
9,25.199,0.57259,0.36061,0.88048,0.98948,1,0.99405,0.84284,0.62243,0.93841,0.89904,0.000537241,0.000537241,0.000537241
10,26.9249,0.57087,0.39256,0.86974,0.95132,0.99721,0.99384,0.83304,0.57491,0.73759,0.87271,0.000592203,0.000592203,0.000592203
11,28.6145,0.55183,0.36654,0.87696,0.9397,0.94279,0.98963,0.83144,0.59367,0.60562,0.89031,0.000645846,0.000645846,0.000645846
12,30.493,0.58154,0.38221,0.87902,0.97284,0.99769,0.99159,0.83924,0.57196,0.5014,0.8723,0.000698168,0.000698168,0.000698168
13,32.2214,0.54848,0.35249,0.86656,0.99425,0.97917,0.99235,0.83786,0.58663,0.4147,0.87956,0.00074917,0.00074917,0.00074917
14,33.8887,0.59315,0.35214,0.87791,0.95691,0.97272,0.9784,0.79791,0.62023,0.42896,0.88831,0.000798851,0.000798851,0.000798851
15,35.6188,0.55096,0.34434,0.86899,0.67209,0.88436,0.87791,0.74481,0.59743,0.74954,0.86652,0.000847213,0.000847213,0.000847213
16,37.3127,0.59873,0.36223,0.87837,0.52682,0.7233,0.67899,0.5537,0.64096,2.26459,0.88594,0.000894254,0.000894254,0.000894254
17,39.0244,0.59971,0.37826,0.89092,0.47478,0.397,0.4401,0.36603,0.70467,2.9467,0.96637,0.000939975,0.000939975,0.000939975
18,40.7426,0.55149,0.35737,0.86803,0.49425,0.43936,0.43217,0.37046,0.75605,1.87284,1.03155,0.000984375,0.000984375,0.000984375
19,42.6022,0.56641,0.36032,0.8774,0.49225,0.46252,0.36664,0.31512,0.7721,4.0127,1.05038,0.00102746,0.00102746,0.00102746
20,44.2771,0.55489,0.34938,0.86791,0.51293,0.45919,0.46241,0.37617,0.85815,1.309,1.02007,0.00106922,0.00106922,0.00106922
21,46.0305,0.55049,0.37824,0.85944,0.53562,0.3558,0.3809,0.27067,1.18155,0.99206,1.37672,0.00110966,0.00110966,0.00110966
22,47.6999,0.56144,0.37437,0.86955,0.5831,0.57797,0.53836,0.42743,0.8721,1.27019,1.06441,0.00114877,0.00114877,0.00114877
23,49.3901,0.56324,0.34582,0.86564,0.42971,0.38197,0.32509,0.25349,0.95097,1.98354,1.11391,0.00118657,0.00118657,0.00118657
24,51.0785,0.68831,0.4006,0.90837,0.49816,0.50068,0.49386,0.35442,0.99315,1.73472,1.06984,0.00122305,0.00122305,0.00122305
