epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,28.2277,0.52671,0.52383,0.87633,0.78696,0.66146,0.80973,0.68048,0.55903,1.15458,0.82842,0.000827782,0.000827782,0.000827782
44,28.711,0.54444,0.55317,0.90361,0.80283,0.70833,0.88488,0.73016,0.59725,1.00746,0.83604,0.000832902,0.000832902,0.000832902
45,29.207,0.55617,0.59896,0.88773,0.80283,0.70833,0.88488,0.73016,0.59725,1.00746,0.83604,0.000837361,0.000837361,0.000837361
46,29.7177,0.5785,0.54855,0.8862,0.7691,0.74699,0.84817,0.71075,0.59015,0.95554,0.83912,0.00084116,0.00084116,0.00084116
47,30.1814,0.53133,0.53042,0.8836,0.7691,0.74699,0.84817,0.71075,0.59015,0.95554,0.83912,0.000844299,0.000844299,0.000844299
48,30.6546,0.54389,0.54269,0.88088,0.75194,0.8432,0.80208,0.68598,0.52997,0.93506,0.82883,0.000846778,0.000846778,0.000846778
49,31.115,0.57058,0.54335,0.88494,0.75194,0.8432,0.80208,0.68598,0.52997,0.93506,0.82883,0.000848596,0.000848596,0.000848596
50,31.6075,0.56692,0.525,0.88916,0.7946,0.95833,0.82282,0.71419,0.52413,0.86254,0.82611,0.000849755,0.000849755,0.000849755
51,32.0598,0.54622,0.50329,0.89539,0.7946,0.95833,0.82282,0.71419,0.52413,0.86254,0.82611,0.000841835,0.000841835,0.000841835
52,32.5357,0.53623,0.52317,0.88836,0.83033,0.99661,0.86698,0.73894,0.51563,0.77466,0.82478,0.000825332,0.000825332,0.000825332
53,33.0395,0.55304,0.53226,0.87674,0.83033,0.99661,0.86698,0.73894,0.51563,0.77466,0.82478,0.000808828,0.000808828,0.000808828
54,33.5518,0.55796,0.5272,0.88789,0.86498,1,0.92679,0.79525,0.5147,0.69809,0.82585,0.000792325,0.000792325,0.000792325
55,34.0497,0.53116,0.50724,0.89486,0.86498,1,0.92679,0.79525,0.5147,0.69809,0.82585,0.000775822,0.000775822,0.000775822
56,34.5581,0.57117,0.51803,0.88236,0.90472,0.95833,0.97125,0.829,0.50269,0.63673,0.82238,0.000759318,0.000759318,0.000759318
57,35.077,0.51711,0.49259,0.856,0.90472,0.95833,0.97125,0.829,0.50269,0.63673,0.82238,0.000742815,0.000742815,0.000742815
58,35.5967,0.51617,0.49025,0.86587,0.99775,0.98461,0.995,0.83903,0.50427,0.59119,0.82283,0.000726312,0.000726312,0.000726312
59,36.0831,0.54512,0.4988,0.88067,0.99775,0.98461,0.995,0.83903,0.50427,0.59119,0.82283,0.000709809,0.000709809,0.000709809
60,36.616,0.54188,0.5053,0.88212,0.99296,1,0.995,0.8497,0.50944,0.55822,0.8235,0.000693305,0.000693305,0.000693305
61,37.1225,0.52086,0.50182,0.87973,0.99296,1,0.995,0.8497,0.50944,0.55822,0.8235,0.000676802,0.000676802,0.000676802
62,37.6355,0.5205,0.48457,0.87065,0.99195,1,0.995,0.85536,0.54251,0.52348,0.83217,0.000660299,0.000660299,0.000660299
63,38.1365,0.52437,0.48494,0.86534,0.99195,1,0.995,0.85536,0.54251,0.52348,0.83217,0.000643795,0.000643795,0.000643795
64,38.6494,0.52475,0.47887,0.86074,0.99421,1,0.995,0.8453,0.53175,0.48697,0.83027,0.000627292,0.000627292,0.000627292
65,39.1122,0.50847,0.46575,0.86678,0.99421,1,0.995,0.8453,0.53175,0.48697,0.83027,0.000610789,0.000610789,0.000610789
66,39.5958,0.53483,0.47756,0.8931,0.99487,1,0.995,0.84406,0.48963,0.45151,0.82275,0.000594286,0.000594286,0.000594286
67,40.061,0.49083,0.46033,0.84679,0.99487,1,0.995,0.84406,0.48963,0.45151,0.82275,0.000577782,0.000577782,0.000577782
68,40.5406,0.49686,0.45928,0.86221,0.99526,1,0.995,0.8539,0.48748,0.43682,0.82042,0.000561279,0.000561279,0.000561279
69,41.0119,0.51497,0.46848,0.88844,0.99526,1,0.995,0.8539,0.48748,0.43682,0.82042,0.000544776,0.000544776,0.000544776
70,41.4945,0.50779,0.45026,0.86021,0.9955,1,0.995,0.85849,0.4802,0.42712,0.81903,0.000528272,0.000528272,0.000528272
71,41.9964,0.51053,0.4852,0.88458,0.9955,1,0.995,0.85849,0.4802,0.42712,0.81903,0.000511769,0.000511769,0.000511769
72,42.523,0.51644,0.44864,0.86378,0.99561,1,0.995,0.85195,0.49705,0.42798,0.82379,0.000495266,0.000495266,0.000495266
73,42.9787,0.49888,0.47823,0.86829,0.99561,1,0.995,0.85195,0.49705,0.42798,0.82379,0.000478762,0.000478762,0.000478762
74,43.4582,0.48554,0.45285,0.84851,0.99584,1,0.995,0.85386,0.51163,0.42346,0.82721,0.000462259,0.000462259,0.000462259
75,43.9102,0.49544,0.4506,0.86017,0.99584,1,0.995,0.85386,0.51163,0.42346,0.82721,0.000445756,0.000445756,0.000445756
76,44.3988,0.50302,0.45263,0.86839,0.99633,1,0.995,0.855,0.49163,0.41386,0.82331,0.000429253,0.000429253,0.000429253
77,44.8772,0.50884,0.47566,0.8743,0.99633,1,0.995,0.855,0.49163,0.41386,0.82331,0.000412749,0.000412749,0.000412749
78,45.3651,0.49856,0.47007,0.86461,0.99675,1,0.995,0.8526,0.48196,0.40305,0.82029,0.000396246,0.000396246,0.000396246
79,45.8338,0.49914,0.45993,0.8526,0.99675,1,0.995,0.8526,0.48196,0.40305,0.82029,0.000379743,0.000379743,0.000379743
80,46.3159,0.50174,0.45969,0.87879,0.99722,1,0.995,0.84694,0.48105,0.39796,0.82268,0.000363239,0.000363239,0.000363239
81,46.7933,0.47381,0.44034,0.85811,0.99722,1,0.995,0.84694,0.48105,0.39796,0.82268,0.000346736,0.000346736,0.000346736
82,47.2748,0.47619,0.43114,0.86077,0.99737,1,0.995,0.84747,0.47636,0.39073,0.82349,0.000330233,0.000330233,0.000330233
83,47.7407,0.48725,0.43949,0.86314,0.99737,1,0.995,0.84747,0.47636,0.39073,0.82349,0.000313729,0.000313729,0.000313729
84,48.2103,0.50622,0.44361,0.87069,0.99711,0.99977,0.995,0.85307,0.47264,0.38577,0.8231,0.000297226,0.000297226,0.000297226
85,48.6882,0.4854,0.42908,0.86109,0.99711,0.99977,0.995,0.85307,0.47264,0.38577,0.8231,0.000280723,0.000280723,0.000280723
86,49.1661,0.49391,0.44517,0.88061,0.99767,0.99986,0.995,0.85955,0.47632,0.3781,0.82287,0.00026422,0.00026422,0.00026422
87,49.6703,0.46569,0.42525,0.86454,0.99767,0.99986,0.995,0.85955,0.47632,0.3781,0.82287,0.000247716,0.000247716,0.000247716
88,50.2023,0.46306,0.42581,0.84827,0.99742,0.99963,0.995,0.85607,0.47672,0.37246,0.82247,0.000231213,0.000231213,0.000231213
89,50.6582,0.45511,0.42866,0.86383,0.99742,0.99963,0.995,0.85607,0.47672,0.37246,0.82247,0.00021471,0.00021471,0.00021471
90,51.1507,0.47658,0.4348,0.86183,0.9975,1,0.995,0.85846,0.47692,0.37111,0.82202,0.000198206,0.000198206,0.000198206
91,54.0123,0.46038,0.48342,0.84513,0.9975,1,0.995,0.85846,0.47692,0.37111,0.82202,0.000181703,0.000181703,0.000181703
92,54.753,0.47158,0.48611,0.85406,0.99715,1,0.995,0.85163,0.48468,0.37137,0.82312,0.0001652,0.0001652,0.0001652
93,55.2624,0.45734,0.44827,0.83928,0.99715,1,0.995,0.85163,0.48468,0.37137,0.82312,0.000148696,0.000148696,0.000148696
94,55.7376,0.47951,0.4973,0.84725,0.99669,1,0.995,0.85963,0.48634,0.37474,0.82325,0.000132193,0.000132193,0.000132193
95,56.2455,0.45008,0.45346,0.83977,0.99669,1,0.995,0.85963,0.48634,0.37474,0.82325,0.00011569,0.00011569,0.00011569
96,56.7517,0.45843,0.45434,0.83627,0.99656,1,0.995,0.85489,0.48408,0.37809,0.82232,9.91865e-05,9.91865e-05,9.91865e-05
97,57.2267,0.45128,0.44854,0.83446,0.99656,1,0.995,0.85489,0.48408,0.37809,0.82232,8.26832e-05,8.26832e-05,8.26832e-05
98,57.7114,0.44266,0.44554,0.8248,0.99669,1,0.995,0.86281,0.47959,0.37678,0.8212,6.61799e-05,6.61799e-05,6.61799e-05
99,58.2134,0.44482,0.43936,0.82212,0.99669,1,0.995,0.86281,0.47959,0.37678,0.8212,4.96766e-05,4.96766e-05,4.96766e-05
100,58.7225,0.44953,0.45113,0.84818,0.99706,1,0.995,0.8625,0.47473,0.37355,0.82058,3.31733e-05,3.31733e-05,3.31733e-05
