epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.92481,0.79756,2.87303,1.03848,0.9016,0.36034,0.44485,0.38639,0.57605,1.27091,0.86328,5.001e-05,5.001e-05,5.001e-05
2,4.25377,0.72997,2.07864,0.99029,0.45297,0.53686,0.71006,0.58709,0.56749,3.67934,0.87057,0.000115535,0.000115535,0.000115535
3,7.09684,0.59715,0.64998,0.86326,0.76356,0.92308,0.88934,0.70422,0.65872,2.01326,0.92067,0.000179739,0.000179739,0.000179739
4,10.3541,0.58974,0.42215,0.88261,0.94214,1,0.97975,0.79401,0.61288,1.13094,0.90532,0.000242624,0.000242624,0.000242624
5,12.7456,0.58666,0.43255,0.87545,0.90899,0.9059,0.9654,0.76364,0.62672,1.36926,0.9131,0.000304187,0.000304187,0.000304187
6,14.468,0.5846,0.41789,0.87705,0.90354,0.8805,0.88249,0.69853,0.61121,1.19351,0.89247,0.000364431,0.000364431,0.000364431
7,16.1939,0.58176,0.44955,0.864,0.90492,1,0.94803,0.76725,0.57752,0.8327,0.88449,0.000423355,0.000423355,0.000423355
8,17.9216,0.58337,0.40423,0.88815,0.43974,0.86034,0.77141,0.59619,0.58727,3.01489,0.88349,0.000480958,0.000480958,0.000480958
9,19.641,0.57812,0.41618,0.88128,0.79438,1,0.86358,0.68362,0.62259,1.65349,0.88156,0.000537241,0.000537241,0.000537241
10,21.365,0.58692,0.42239,0.87882,0.95201,1,0.98531,0.80401,0.61454,0.93704,0.88437,0.000592203,0.000592203,0.000592203
11,23.9196,0.58694,0.40617,0.87952,0.85816,0.99636,0.9638,0.72806,0.65181,0.93922,0.90941,0.000645846,0.000645846,0.000645846
12,25.6118,0.57679,0.40587,0.86338,0.77727,0.86968,0.89827,0.72487,0.70387,1.4614,0.94163,0.000698168,0.000698168,0.000698168
13,27.3387,0.58652,0.37729,0.87808,0.66316,0.77645,0.73235,0.56094,0.79035,2.22618,0.99444,0.00074917,0.00074917,0.00074917
14,29.0383,0.60512,0.36827,0.87636,0.56887,0.78097,0.55116,0.41743,0.85583,3.48501,1.06125,0.000798851,0.000798851,0.000798851
15,30.749,0.54691,0.3424,0.87191,0.35074,0.44553,0.2972,0.20669,1.5021,21.4911,1.68884,0.000847213,0.000847213,0.000847213
16,32.4608,0.59141,0.36509,0.87564,0.40574,0.14085,0.19036,0.1312,2.46443,inf,4.12427,0.000894254,0.000894254,0.000894254
17,34.1746,0.59867,0.37962,0.8862,0.0271,0.0751,0.01536,0.01065,2.61661,11.7257,5.26703,0.000939975,0.000939975,0.000939975
18,36.0443,0.56288,0.35852,0.86428,0.41332,0.18275,0.10222,0.0803,3.11074,inf,11.8393,0.000984375,0.000984375,0.000984375
19,37.7888,0.60521,0.45696,0.88221,0.14885,0.46132,0.2163,0.14489,2.03802,inf,6.66735,0.00102746,0.00102746,0.00102746
