epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.47527,0.74721,3.06751,1.00164,0.94392,0.4524,0.60853,0.53174,0.55807,1.5348,0.87754,0,0,0
2,6.10356,0.79318,2.55651,1.05757,0.93624,0.44286,0.57709,0.50741,0.55798,1.54379,0.87777,1.6505e-05,1.6505e-05,1.6505e-05
3,6.74787,0.77858,2.62252,1.02062,0.93744,0.44286,0.56434,0.49572,0.55819,1.55264,0.87819,3.26799e-05,3.26799e-05,3.26799e-05
4,7.38811,0.84459,2.85991,1.05425,0.93811,0.44286,0.55773,0.49016,0.55901,1.55924,0.87842,4.85247e-05,4.85247e-05,4.85247e-05
5,7.97368,0.74729,2.30272,1.01874,0.94214,0.44286,0.55727,0.48997,0.5596,1.56761,0.87833,6.40395e-05,6.40395e-05,6.40395e-05
6,8.57663,0.76268,2.38818,1.02986,0.94109,0.4279,0.54221,0.4767,0.55856,1.57853,0.87872,7.92242e-05,7.92242e-05,7.92242e-05
7,9.27339,0.81764,2.35785,1.05521,0.88372,0.47143,0.74721,0.65721,0.47625,4.6848,0.86231,9.40788e-05,9.40788e-05,9.40788e-05
8,10.9149,0.53307,0.89717,0.87635,0.66996,0.64706,0.65995,0.57527,0.52611,4.55636,0.87229,0.000108603,0.000108603,0.000108603
9,12.0365,0.55599,0.74346,0.85716,0.50636,0.67647,0.60003,0.52381,0.54317,3.78314,0.8863,0.000122798,0.000122798,0.000122798
10,13.0212,0.51437,0.59077,0.85939,0.66023,0.73126,0.72192,0.64576,0.49682,2.60291,0.86714,0.000136662,0.000136662,0.000136662
11,14.0101,0.54669,0.50635,0.83923,0.68161,0.85273,0.77733,0.67265,0.54467,2.51657,0.88008,0.000150197,0.000150197,0.000150197
12,15.6593,0.5565,0.51576,0.86943,0.721,0.90363,0.80341,0.69255,0.51957,2.26108,0.88119,0.000163401,0.000163401,0.000163401
13,17.5111,0.53562,0.46701,0.84333,0.77101,0.87745,0.80857,0.68835,0.58386,2.85313,0.91261,0.000176275,0.000176275,0.000176275
14,18.5061,0.55663,0.43219,0.8652,0.65314,0.88235,0.78589,0.66268,0.55274,3.03654,0.90545,0.000188819,0.000188819,0.000188819
15,19.4975,0.52053,0.39441,0.85066,0.82906,0.5,0.66474,0.57964,0.5404,2.58478,0.89915,0.000201034,0.000201034,0.000201034
