epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.61592,0.80065,2.83573,1.01937,0.9022,0.42839,0.52983,0.46377,0.61974,1.2807,0.84556,0,0,0
2,5.1881,0.7738,2.52065,1.07662,0.92339,0.40301,0.52395,0.46017,0.61911,1.29507,0.84575,1.6505e-05,1.6505e-05,1.6505e-05
3,5.81184,0.76586,2.44282,1.01608,0.92146,0.39583,0.51283,0.45026,0.62051,1.30724,0.8467,3.26799e-05,3.26799e-05,3.26799e-05
4,6.40957,0.839,2.97016,1.06486,0.95266,0.36458,0.50332,0.44241,0.62279,1.31417,0.84726,4.85247e-05,4.85247e-05,4.85247e-05
5,7.52009,0.78277,2.5566,1.06578,0.946,0.375,0.50566,0.44463,0.62281,1.32159,0.84752,6.40395e-05,6.40395e-05,6.40395e-05
6,8.11425,0.78332,2.46784,1.0528,0.92722,0.375,0.49841,0.43921,0.62364,1.32844,0.84759,7.92242e-05,7.92242e-05,7.92242e-05
7,8.71191,0.79775,2.51825,1.07965,0.84426,0.58834,0.81659,0.72188,0.4791,3.82755,0.80756,9.40788e-05,9.40788e-05,9.40788e-05
8,10.3379,0.5729,1.01212,0.86765,0.68027,0.77273,0.83622,0.72188,0.5171,3.57142,0.81365,0.000108603,0.000108603,0.000108603
9,12.1946,0.59983,0.66832,0.85697,0.66822,0.95455,0.77789,0.65002,0.56263,2.87205,0.84597,0.000122798,0.000122798,0.000122798
10,13.1766,0.67115,0.50345,0.91238,0.72252,0.95455,0.86597,0.73386,0.56267,1.44995,0.83689,0.000136662,0.000136662,0.000136662
11,14.9619,0.63492,0.51688,0.85675,0.7166,0.84892,0.80668,0.68409,0.57782,1.37277,0.83439,0.000150197,0.000150197,0.000150197
12,15.9294,0.70782,0.51123,0.90402,0.56684,0.72727,0.68685,0.5952,0.54015,1.47605,0.82741,0.000163401,0.000163401,0.000163401
13,17.0244,0.5861,0.40534,0.89451,0.52488,0.7462,0.66641,0.57198,0.56642,1.78531,0.85753,0.000176275,0.000176275,0.000176275
14,17.9895,0.6342,0.39963,0.90584,0.8252,0.86364,0.90633,0.78806,0.57635,1.43003,0.86295,0.000188819,0.000188819,0.000188819
15,19.6233,0.61264,0.38377,0.86909,0.95048,0.86364,0.93601,0.80193,0.58676,0.9316,0.85315,0.000201034,0.000201034,0.000201034
16,21.4651,0.59178,0.37388,0.89456,0.95884,0.9519,0.94686,0.80483,0.60563,0.78746,0.86443,0.000212918,0.000212918,0.000212918
17,23.3164,0.60842,0.40161,0.90056,0.96585,0.95455,0.95228,0.79154,0.62968,0.85259,0.88959,0.000224472,0.000224472,0.000224472
18,24.2555,0.64672,0.38066,0.88429,0.96585,0.95455,0.95228,0.79154,0.62968,0.85259,0.88959,0.000235695,0.000235695,0.000235695
19,25.2199,0.60673,0.40591,0.90235,0.97575,0.95455,0.9511,0.7803,0.65681,0.78509,0.90387,0.000246589,0.000246589,0.000246589
20,26.1576,0.60863,0.37215,0.88334,0.97575,0.95455,0.9511,0.7803,0.65681,0.78509,0.90387,0.000257153,0.000257153,0.000257153
21,27.288,0.60827,0.42115,0.8645,0.97422,0.95455,0.94915,0.79668,0.59351,0.70894,0.86977,0.000267387,0.000267387,0.000267387
22,28.2425,0.54143,0.35115,0.85183,0.97422,0.95455,0.94915,0.79668,0.59351,0.70894,0.86977,0.00027729,0.00027729,0.00027729
23,29.2015,0.60048,0.36056,0.8944,0.97361,0.95455,0.94492,0.80261,0.57937,0.61759,0.84465,0.000286864,0.000286864,0.000286864
24,30.1416,0.56848,0.34793,0.87545,0.97361,0.95455,0.94492,0.80261,0.57937,0.61759,0.84465,0.000296108,0.000296108,0.000296108
25,31.1043,0.55301,0.34796,0.8931,0.96802,0.95455,0.94996,0.81048,0.57973,0.62026,0.85316,0.000305021,0.000305021,0.000305021
26,32.702,0.57776,0.38987,0.88597,0.96802,0.95455,0.94996,0.81048,0.57973,0.62026,0.85316,0.000313604,0.000313604,0.000313604
27,34.578,0.52754,0.36243,0.85792,0.97593,0.95455,0.95002,0.80649,0.59396,0.65469,0.85545,0.000321858,0.000321858,0.000321858
28,35.6657,0.55037,0.34093,0.86597,0.97593,0.95455,0.95002,0.80649,0.59396,0.65469,0.85545,0.000329781,0.000329781,0.000329781
29,36.6343,0.53139,0.33182,0.87932,0.98465,0.95455,0.95372,0.80994,0.60385,0.59217,0.85343,0.000337374,0.000337374,0.000337374
30,37.5652,0.59802,0.35719,0.88124,0.98465,0.95455,0.95372,0.80994,0.60385,0.59217,0.85343,0.000344637,0.000344637,0.000344637
31,38.5236,0.5737,0.3551,0.87065,0.98598,0.95455,0.98536,0.84434,0.57999,0.45509,0.8442,0.00035157,0.00035157,0.00035157
